,book_format,book_pages,book_review_count,book_rating_count,book_rating
732,Paperback,352 pages,53,616,3.84
733,Kindle Edition,274 pages,49,81,4.48
734,ebook,336 pages,697,10160,3.99
735,Hardcover,323 pages,1629,15280,3.81
736,Unknown Binding,145 pages,69,637,3.61
737,Paperback,160 pages,237,6110,3.79
738,Paperback,22 pages,109,1890,3.64
739,Hardcover,487 pages,107,716,3.58
740,Hardcover,432 pages,412,15060,4.14
743,Paperback,440 pages,7607,560592,4.52
744,Paperback,424 pages,199,2017,4.08
745,Hardcover,222 pages,51,558,3.63
746,Hardcover,1747 pages,4947,192028,4.42
747,ebook,0 pages,21,129,4.11
749,Paperback,304 pages,106,2134,4.33
751,Paperback,482 pages,333,8393,3.99
752,Paperback,256 pages,92,3182,3.71
753,Paperback,252 pages,55,225,4.4
754,Kindle Edition,752 pages,11337,165488,4.3
755,Paperback,485 pages,210,2698,4.21
758,Paperback,464 pages,874,7822,3.88
759,Paperback,247 pages,52,2616,3.59
760,Hardcover,392 pages,184,13786,4.2
761,Paperback,120 pages,0,6,4.83
762,Paperback,96 pages,8,105,3.3
763,Paperback,256 pages,82,4469,3.82
764,Hardcover,32 pages,29,183,4.25
765,Paperback,440 pages,1,38,4.29
768,Paperback,339 pages,1059,27273,3.88
769,Hardcover,36 pages,1059,15087,4.16
771,Hardcover,249 pages,263,2059,3.6
773,Paperback,219 pages,140,7120,3.95
775,Hardcover,256 pages,625,18854,3.95
776,Paperback,400 pages,41,255,3.46
777,Paperback,212 pages,139,1798,4.06
778,Paperback,387 pages,490,7354,3.97
779,Paperback,336 pages,486,6311,3.74
780,Paperback,594 pages,10,234,4.14
781,Paperback,157 pages,523,7579,3.44
782,Paperback,1291 pages,57,1977,4.09
783,Paperback,337 pages,8970,104926,3.89
785,Hardcover,1008 pages,24,570,4.46
786,Paperback,414 pages,128,2207,4.1
788,Hardcover,160 pages,268,8199,4.33
790,Paperback,640 pages,34,540,3.85
791,Paperback,494 pages,1463,22657,4.0
793,Kindle Edition,475 pages,1077,12394,3.95
794,Paperback,73 pages,4,87,3.44
795,Kindle Edition,769 pages,45424,1157269,3.69
797,Hardcover,412 pages,40,317,3.85
798,Paperback,272 pages,52,1818,4.17
799,Mass Market Paperback,240 pages,84,3650,4.49
800,Paperback,310 pages,1516,9105,3.69
801,Mass Market Paperback,366 pages,325,3951,4.16
802,Paperback,446 pages,15750,592491,4.39
803,Paperback,175 pages,1,32,3.53
805,Paperback,288 pages,5365,164947,3.87
806,Hardcover,309 pages,268,4618,3.87
807,Hardcover,184 pages,3,117,4.0
808,Kindle Edition,331 pages,591,10360,4.1
809,Paperback,384 pages,54,489,4.16
810,Paperback,270 pages,5933,48701,3.77
811,Hardcover,583 pages,29,213,4.22
812,Hardcover,512 pages,1433,10351,3.99
813,Paperback,232 pages,114,1971,3.88
814,Hardcover,179 pages,188,3230,3.9
815,Mass Market Paperback,371 pages,661,29962,4.14
818,Paperback,73 pages,5,60,3.65
819,Paperback,343 pages,8099,79564,4.02
820,Paperback,352 pages,106,957,3.53
821,Kindle Edition,239 pages,17,166,4.52
823,Hardcover,375 pages,80,1114,3.9
824,Kindle Edition,175 pages,3,12,3.25
825,"Capa mole - 15,5 x 23 x 2cm",361 pages,30,330,4.07
826,Paperback,284 pages,552,5639,4.03
827,Comic,144 pages,595,24409,4.06
828,Hardcover,257 pages,123,765,3.82
829,Paperback,434 pages,36,178,4.33
830,Hardcover,482 pages,360,2031,3.92
832,Hardcover,313 pages,165,1042,3.81
833,Paperback,350 pages,240,3549,3.62
834,Paperback,448 pages,80,2921,4.02
835,Paperback,247 pages,38,443,4.3
836,Paperback,186 pages,1,19,3.74
837,Paperback,224 pages,5,43,3.74
838,Paperback,286 pages,191,1263,3.72
839,Hardcover,496 pages,6,120,3.6
840,Hardcover,407 pages,657,4238,3.9
841,Paperback,1008 pages,102,2195,3.68
842,Hardcover,272 pages,208,2099,3.88
843,Paperback,170 pages,255,3447,3.85
844,Hardcover,192 pages,8,105,4.28
845,Mass Market Paperback,512 pages,126,3044,3.91
846,Paperback,621 pages,1,174,4.48
848,Paperback,322 pages,52,1139,4.32
849,Paperback,189 pages,6,7682,4.27
850,Hardcover,1046 pages,31,419,4.62
851,Kindle Edition,262 pages,431,5154,3.71
852,Paperback,288 pages,41,260,3.93
853,Hardcover,349 pages,414,2528,3.35
854,Paperback,304 pages,43,312,4.33
855,Hardcover,464 pages,648,20129,4.07
856,Hardcover,48 pages,827,18124,4.01
857,Paperback,720 pages,220,3134,4.33
858,Paperback,144 pages,97,956,4.15
859,Paperback,376 pages,187,1979,3.97
860,Paperback,240 pages,25,383,4.05
861,Paperback,392 pages,399,4219,3.76
863,Paperback,256 pages,50,807,3.81
864,Paperback,441 pages,14,144,3.48
865,Hardcover,368 pages,230,3571,4.09
867,ebook,271 pages,550,9115,4.28
868,Paperback,476 pages,21,252,3.65
869,Hardcover,288 pages,39,127,3.47
870,Hardcover,368 pages,37,435,4.39
871,Paperback,816 pages,77,2684,4.27
872,Kindle Edition,264 pages,50,146,4.25
873,Paperback,262 pages,8566,71290,4.18
874,Kindle Edition,310 pages,38,53,3.17
875,Paperback,496 pages,62,3272,4.13
876,Paperback,240 pages,165,3031,3.77
877,Paperback,405 pages,504,12964,4.03
878,Hardcover,519 pages,98,774,4.2
879,Hardcover,256 pages,293,2525,3.45
880,Paperback,416 pages,121,1073,3.92
881,Kindle Edition,661 pages,117,1493,4.24
882,Mass Market Paperback,285 pages,50,1404,4.12
883,Paperback,175 pages,80,567,3.66
884,Hardcover,510 pages,38,331,4.13
885,Paperback,409 pages,19718,221909,3.71
886,ebook,237 pages,536,5498,4.14
887,Paperback,408 pages,85,1811,4.26
888,Hardcover,878 pages,5646,95927,3.74
889,Paperback,368 pages,822,11270,3.72
890,Paperback,503 pages,9255,256957,4.35
891,Paperback,107 pages,4711,94923,3.96
892,Mass Market Paperback,277 pages,217,3352,3.9
893,Paperback,216 pages,77,5776,4.36
894,Hardcover,128 pages,14,265,4.14
896,Hardcover,310 pages,475,2979,3.76
897,Hardcover,32 pages,47,197,4.1
898,Paperback,566 pages,136,4163,4.31
899,Paperback,207 pages,8664,223005,4.09
900,Kindle Edition,260 pages,44,73,4.18
901,Mass Market Paperback,320 pages,30,1530,4.24
902,Hardcover,1316 pages,7,84,4.3
904,Paperback,358 pages,1061,12881,4.14
905,Paperback,352 pages,3889,75799,3.87
906,Kindle Edition,416 pages,258,5582,4.28
907,Paperback,251 pages,1699,21228,4.19
908,Paperback,135 pages,322,9532,3.91
909,Paperback,241 pages,27,485,3.99
910,Paperback,293 pages,353,3872,3.55
911,Paperback,384 pages,69,2066,3.95
912,Paperback,503 pages,9256,256994,4.35
913,Kindle Edition,330 pages,42,1110,4.63
914,Paperback,446 pages,1485,49813,4.12
915,Hardcover,304 pages,93,1119,4.25
916,Mass Market Paperback,240 pages,153,2005,3.87
917,Paperback,96 pages,1077,11813,4.03
918,Paperback,141 pages,356,17628,3.89
919,Hardcover,237 pages,790,13696,3.78
920,Paperback,623 pages,2907,18528,3.83
921,Mass Market Paperback,149 pages,11262,509112,3.99
922,Paperback,176 pages,77,866,3.5
923,Paperback,426 pages,270,2151,4.39
924,Paperback,208 pages,54,525,3.67
925,Paperback,624 pages,281,5684,4.02
926,Hardcover,432 pages,2387,8389,3.66
927,Hardcover,448 pages,498,3654,4.34
928,Mass Market Paperback,380 pages,868,8089,4.38
929,Paperback,148 pages,306,6764,3.76
930,Paperback,316 pages,556,13767,4.17
931,Kindle Edition,673 pages,4667,43048,4.34
932,Kindle Edition,412 pages,30,169,3.52
933,Paperback,79 pages,6,48,4.19
934,Hardcover,210 pages,852,9600,3.65
935,Paperback,558 pages,10098,165113,3.86
937,Paperback,242 pages,132,757,3.51
938,Hardcover,224 pages,4,26,4.62
939,Paperback,192 pages,91,6113,4.22
941,Mass Market Paperback,373 pages,114,3230,4.17
942,Paperback,319 pages,4428,43536,3.66
943,Kindle Edition,220 pages,246,4478,4.46
944,Paperback,336 pages,91,421,3.86
946,Paperback,305 pages,118,876,3.94
947,Paperback,176 pages,244,4740,3.85
948,Paperback,292 pages,101,466,3.75
949,Hardcover,240 pages,125,1145,3.73
951,Hardcover,168 pages,522,14707,4.09
952,Hardcover,354 pages,275,2946,3.94
953,Paperback,560 pages,323,3873,4.24
954,Hardcover,364 pages,1624,10673,3.61
955,Paperback,196 pages,49,1024,4.14
956,Mass Market Paperback,254 pages,291,4012,4.24
957,Paperback,512 pages,7,282,4.27
958,Hardcover,328 pages,107,1679,4.24
959,Paperback,256 pages,426,2286,3.49
960,Paperback,32 pages,50,524,4.05
961,Hardcover,302 pages,6,22,4.5
963,Hardcover,347 pages,33,563,3.96
964,Paperback,378 pages,226,5215,4.0
965,Hardcover,272 pages,1500,14410,3.7
966,Paperback,368 pages,235,6624,4.12
967,Paperback,432 pages,246,8036,4.05
968,Paperback,192 pages,378,7267,3.86
969,Paperback,36 pages,91,1556,3.56
971,Kindle Edition,87 pages,218,5195,3.92
972,Kindle Edition,134 pages,9,52,3.77
973,Paperback,278 pages,106,3109,4.05
974,Paperback,512 pages,22,157,4.3
975,Paperback,320 pages,8563,80192,4.02
976,Paperback,320 pages,192,2964,3.77
977,Paperback,240 pages,17611,843522,3.94
978,Paperback,365 pages,193,2586,3.85
979,Paperback,368 pages,62,839,3.9
980,Hardcover,343 pages,58,217,3.9
982,Hardcover,285 pages,9937,133705,4.08
983,Nook,247 pages,119,1628,3.58
984,Paperback,70 pages,29,1858,4.03
985,Paperback,381 pages,62,953,4.15
987,Kindle Edition,315 pages,478,3898,4.41
988,Paperback,286 pages,6,39,3.79
989,Paperback,368 pages,225,7025,4.39
990,Hardcover,258 pages,2540,25731,3.66
991,Hardcover,272 pages,32,390,4.16
993,Paperback,148 pages,51,924,4.01
994,ebook,200 pages,218,3975,3.91
995,Paperback,250 pages,976,11921,3.75
996,Paperback,504 pages,45,829,3.86
997,ebook,450 pages,59,97,3.93
999,Paperback,288 pages,339,4586,3.71
1000,Paperback,448 pages,1030,10869,3.63
1001,ebook,779 pages,13474,131392,3.86
1002,Hardcover,418 pages,1489,13695,3.78
1003,Paperback,784 pages,17608,159431,4.04
1005,Paperback,239 pages,218,4461,3.97
1006,Kindle Edition,302 pages,142,2437,4.29
1007,Hardcover,423 pages,3068,27078,4.38
1009,Paperback,729 pages,213,2533,4.18
1010,Paperback,438 pages,682,9371,3.98
1011,Hardcover,272 pages,187,867,3.82
1012,Hardcover,267 pages,3082,52240,3.68
1013,Kindle Edition,286 pages,9,76,4.21
1014,Mass Market Paperback,512 pages,668,7097,3.72
1015,Paperback,204 pages,46,531,3.86
1016,Paperback,364 pages,11,124,4.27
1017,Mass Market Paperback,343 pages,46,1420,4.07
1018,Paperback,320 pages,5,12,4.17
1019,Hardcover,416 pages,670,9358,4.33
1020,Paperback,228 pages,581,5855,4.12
1021,Paperback,414 pages,587,2780,3.91
1023,Paperback,264 pages,61,498,3.87
1025,Paperback,261 pages,81,556,3.79
1026,Kindle Edition,939 pages,255,7138,4.02
1027,Hardcover,176 pages,688,8427,4.33
1028,Hardcover,432 pages,2567,20944,3.44
1029,Paperback,372 pages,3,14,2.57
1030,Paperback,192 pages,101,1517,4.01
1031,Mass Market Paperback,384 pages,241,4968,3.98
1032,Hardcover,484 pages,1971,23095,4.2
1033,Paperback,254 pages,2453,49549,3.87
1035,Paperback,254 pages,32,1481,3.6
1036,Paperback,368 pages,45,314,3.95
1037,Paperback,320 pages,147,2022,3.79
1038,Paperback,640 pages,652,7692,3.31
1039,Paperback,240 pages,14,1611,3.51
1040,Paperback,299 pages,62,5507,4.02
1041,Paperback,230 pages,29,748,3.82
1042,Mass Market Paperback,336 pages,15,1053,4.03
1043,Paperback,208 pages,85,1295,4.21
1044,Hardcover,319 pages,16,57,4.05
1045,Paperback,521 pages,785,10277,4.23
1046,Hardcover,402 pages,405,3934,3.78
1047,Paperback,288 pages,73,1745,4.47
1048,Paperback,340 pages,578,20568,3.67
1049,Paperback,582 pages,600,3845,3.3
1050,Hardcover,400 pages,10,183,4.14
1051,Paperback,167 pages,273,2830,4.0
1052,Paperback,672 pages,85,1482,4.49
1053,Paperback,384 pages,152,2226,3.72
1054,Kindle Edition,202 pages,31,738,3.88
1055,Hardcover,304 pages,550,4372,3.61
1057,ebook,336 pages,178,3008,4.07
1058,Hardcover,192 pages,718,4391,3.23
1059,Paperback,354 pages,58,485,3.36
1060,Paperback,256 pages,272,2474,3.91
1061,ebook,231 pages,79,93,4.24
1062,Kindle Edition,214 pages,16,55,4.02
1063,Paperback,376 pages,161,884,3.7
1064,Paperback,215 pages,37,540,3.33
1065,Hardcover,332 pages,87,432,4.44
1066,Hardcover,96 pages,44,1801,4.22
1067,Mass Market Paperback,416 pages,306,7354,4.33
1068,Paperback,192 pages,145,1155,3.58
1069,Hardcover,224 pages,53,538,3.72
1070,Paperback,288 pages,99,273,3.7
1071,Kindle Edition,432 pages,140,924,4.07
1072,Hardcover,335 pages,16744,168109,4.18
1073,Paperback,205 pages,390,3163,4.16
1074,Mass Market Paperback,330 pages,157,8800,4.06
1075,Kindle Edition,328 pages,268,1432,3.86
1076,Paperback,336 pages,939,4607,4.21
1077,Hardcover,339 pages,540,3014,3.95
1078,Paperback,528 pages,40,1688,3.96
1079,Hardcover,320 pages,3009,20838,3.85
1080,Paperback,323 pages,5493,39749,3.56
1081,Paperback,80 pages,297,8445,4.02
1082,ebook,375 pages,289,1612,3.88
1083,Paperback,247 pages,29735,807417,4.02
1084,Hardcover,95 pages,6,87,4.07
1085,Hardcover,466 pages,2017,12877,3.83
1087,Paperback,972 pages,21,778,3.96
1088,Paperback,200 pages,198,4971,4.46
1089,Hardcover,180 pages,433,5894,4.1
1090,Paperback,320 pages,493,4266,3.6
1092,Paperback,640 pages,39,430,3.96
1093,Hardcover,228 pages,294,2481,3.67
1094,Paperback,363 pages,413,7262,3.86
1095,Mass Market Paperback,276 pages,107,746,3.44
1096,Hardcover,334 pages,246,25122,4.18
1097,Paperback,1193 pages,108,1540,4.24
1098,Paperback,352 pages,14,109,4.22
1099,Hardcover,341 pages,77,2133,3.86
1100,Mass Market Paperback,304 pages,263,6192,4.2
1101,Hardcover,404 pages,2912,23861,3.53
1102,Paperback,344 pages,210,1215,3.65
1103,Mass Market Paperback,344 pages,141,2668,4.26
1104,Hardcover,256 pages,107,779,3.8
1105,Hardcover,352 pages,1606,21060,3.43
1106,Paperback,248 pages,11,428,4.15
1107,ebook,190 pages,206,4003,4.17
1108,Paperback,404 pages,0,15,3.87
1110,Paperback,96 pages,41,676,4.22
1112,Kindle Edition,384 pages,412,2152,3.41
1113,Hardcover,127 pages,4,38,4.32
1114,Paperback,157 pages,19566,662337,3.75
1116,Hardcover,320 pages,299,1027,3.83
1117,Hardcover,475 pages,111,744,4.14
1118,Hardcover,424 pages,147,971,3.81
1119,Hardcover,653 pages,33,204,3.37
1120,Paperback,209 pages,24,152,4.3
1121,Paperback,256 pages,209,2036,4.07
1122,Paperback,437 pages,1278,15684,4.16
1123,Paperback,464 pages,41,301,3.3
1125,Paperback,512 pages,85,1191,4.21
1126,ebook,0 pages,10,113,3.75
1127,Hardcover,176 pages,240,1464,3.15
1128,Paperback,224 pages,148,2996,4.19
1129,Hardcover,311 pages,1669,10079,4.09
1130,Kindle Edition,159 pages,9,53,3.36
1131,Kindle Edition,211 pages,60,1451,4.42
1132,Paperback,323 pages,24188,316836,4.02
1133,Mass Market Paperback,464 pages,26,231,3.61
1135,Paperback,194 pages,423,12863,3.86
1136,Paperback,279 pages,956,22135,3.69
1138,Paperback,315 pages,95,2338,4.12
1139,ebook,610 pages,3366,121643,4.22
1140,Paperback,368 pages,135,2158,3.83
1141,Kindle Edition,306 pages,1,17,3.59
1143,Paperback,304 pages,215,2929,3.78
1145,Paperback,345 pages,179,2031,3.97
1146,Paperback,192 pages,215,9923,4.43
1148,Paperback,263 pages,56,254,3.87
1149,Paperback,371 pages,14,305,4.08
1150,Paperback,357 pages,293,12312,3.53
1151,Hardcover,272 pages,30,660,3.83
1152,ebook,224 pages,141,1057,3.82
1153,Paperback,211 pages,169,2514,3.92
1154,Hardcover,216 pages,378,1804,3.93
1155,Kindle Edition,304 pages,891,11164,3.72
1156,Paperback,250 pages,321,2484,3.74
1157,Kindle Edition,77 pages,4,14,3.14
1158,Hardcover,190 pages,363,19735,4.14
1159,Hardcover,312 pages,1936,25068,3.3
1160,Paperback,371 pages,52359,862375,4.03
1161,Paperback,523 pages,87,1863,3.74
1162,Paperback,142 pages,532,6088,3.44
1163,Hardcover,688 pages,1,11,4.73
1164,Paperback,304 pages,1,6,4.33
1165,Kindle Edition,82 pages,2,9,4.33
1167,Paperback,366 pages,797,5773,3.76
1169,Paperback,185 pages,34,2387,4.32
1170,Hardcover,575 pages,17,119,4.18
1171,Paperback,480 pages,35,833,4.19
1172,Hardcover,204 pages,89,3403,3.82
1173,Paperback,80 pages,24,256,3.81
1174,Paperback,341 pages,45,406,3.91
1175,Paperback,496 pages,7,82,4.24
1176,Hardcover,504 pages,0,106,4.31
1177,Paperback,195 pages,241,8200,3.8
1178,Paperback,192 pages,6573,138357,4.0
1180,Paperback,368 pages,162,4222,3.85
1181,Mass Market Paperback,387 pages,117,2686,3.87
1182,Paperback,79 pages,5,55,3.65
1183,Hardcover,850 pages,13,1014,4.49
1184,Paperback,582 pages,427,15563,3.89
1185,Paperback,750 pages,32623,619094,4.11
1186,Kindle Edition,198 pages,6,16,4.25
1187,Hardcover,411 pages,1455,20762,4.1
1188,Paperback,320 pages,710,12058,3.47
1189,Paperback,372 pages,195,4978,3.91
1190,Kindle Edition,211 pages,1,5,4.0
1191,Hardcover,208 pages,85,706,4.11
1192,Hardcover,144 pages,52,277,3.97
1193,Paperback,540 pages,36,95,4.17
1194,Hardcover,381 pages,184,5482,4.06
1196,Hardcover,416 pages,7406,199273,3.9
1197,Hardcover,275 pages,266,5944,4.23
1198,Paperback,215 pages,717,11231,3.89
1199,Paperback,252 pages,13,42,3.81
1200,ebook,8 pages,107,739,3.85
1201,Paperback,250 pages,169,7651,3.93
1203,Paperback,128 pages,7,254,4.05
1204,Hardcover,288 pages,192,1310,3.53
1205,Paperback,377 pages,5022,136401,4.18
1206,Kindle Edition,662 pages,2,10,4.1
1207,Paperback,176 pages,48,472,3.97
1208,Paperback,289 pages,98,896,3.82
1209,Paperback,771 pages,656,7622,3.79
1210,Kindle Edition,218 pages,300,11362,4.01
1211,Paperback,278 pages,600,9475,4.31
1212,Paperback,291 pages,10,186,3.74
1213,Paperback,190 pages,54,1527,3.85
1214,Hardcover,108 pages,12552,350238,4.07
1215,Audio Cassette,0 pages,1,12,3.58
1216,Paperback,210 pages,563,5981,4.01
1217,Paperback,592 pages,116,8078,4.25
1220,Hardcover,463 pages,1605,15198,4.22
1221,Paperback,335 pages,477,8719,4.12
1222,ebook,374 pages,223,4804,4.41
1223,Paperback,240 pages,95,977,3.96
1224,Paperback,366 pages,31623,580930,3.67
1225,Paperback,331 pages,169,2433,3.41
1227,Hardcover,238 pages,327,8579,3.91
1229,Paperback,544 pages,128,1297,4.26
1230,Hardcover,286 pages,14,249,4.27
1231,Mass Market Paperback,384 pages,516,7145,3.6
1232,Hardcover,318 pages,170,4901,3.94
1234,Kindle Edition,143 pages,40,294,4.03
1235,Mass Market Paperback,192 pages,312,14823,4.14
1236,ebook,136 pages,3,8,4.13
1237,Kindle Edition,284 pages,230,3699,4.25
1238,Paperback,336 pages,4,65,4.22
1239,Paperback,346 pages,8740,58273,3.73
1241,Paperback,314 pages,141,3802,4.07
1242,Paperback,347 pages,314,1765,4.17
1243,Library Binding,592 pages,28437,333945,4.08
1244,Paperback,347 pages,19,189,3.79
1245,Mass Market Paperback,352 pages,6,113,3.03
1247,ebook,244 pages,786,4813,3.61
1248,Paperback,286 pages,2,9,4.56
1249,Hardcover,390 pages,140,1650,4.08
1250,Paperback,272 pages,282,3208,4.11
1251,Hardcover,224 pages,562,6603,4.36
1253,Paperback,347 pages,19,92,4.05
1254,Paperback,304 pages,43,469,4.12
1255,Hardcover,304 pages,264,1666,3.65
1256,Paperback,400 pages,7539,46939,4.25
1257,Paperback,336 pages,334,3002,4.17
1259,Paperback,336 pages,177,2378,3.67
1260,Paperback,352 pages,37,319,3.63
1261,Hardcover,447 pages,359,2049,3.57
1263,Paperback,374 pages,1190,25245,3.54
1264,Paperback,201 pages,33,601,4.28
1265,Hardcover,288 pages,121,640,3.78
1266,Paperback,395 pages,109,1463,4.13
1267,Paperback,245 pages,37,13187,4.4
1268,Kindle Edition,351 pages,18866,185290,3.94
1269,Hardcover,304 pages,86,1507,4.23
1270,Hardcover,373 pages,3997,38472,4.22
1271,Paperback,272 pages,164,2132,4.01
1272,Paperback,282 pages,395,3616,3.69
1273,Kindle Edition,432 pages,32852,280710,4.27
1274,Paperback,134 pages,3,11,4.36
1275,Paperback,544 pages,2,45,4.02
1276,Hardcover,384 pages,711,10383,4.19
1278,Mass Market Paperback,344 pages,353,3952,3.71
1279,Paperback,704 pages,94,934,4.48
1280,Paperback,384 pages,450,12487,3.94
1281,Hardcover,288 pages,31,194,3.59
1282,Paperback,416 pages,134,2257,3.93
1283,Paperback,303 pages,145,4093,3.71
1284,Paperback,845 pages,4,226,4.26
1285,Paperback,281 pages,7,114,4.77
1286,Hardcover,205 pages,517,3430,4.33
1287,Paperback,1200 pages,50,4421,4.34
1288,Paperback,384 pages,90,1129,4.13
1289,Paperback,304 pages,224,2752,3.9
1290,Hardcover,312 pages,312,1889,4.03
1291,Kindle Edition,400 pages,288,5270,4.4
1292,Paperback,339 pages,13043,77960,4.06
1293,Paperback,284 pages,18934,748792,3.96
1294,Paperback,389 pages,448,6267,3.87
1295,Kindle Edition,583 pages,28,290,4.28
1296,Paperback,448 pages,857,9123,4.38
1297,Mass Market Paperback,386 pages,63,112,4.34
1298,Paperback,232 pages,124,1238,4.28
1300,ebook,315 pages,1269,17638,4.27
1301,Hardcover,255 pages,281,1747,3.35
1302,Paperback,0 pages,52,425,4.1
1304,Hardcover,341 pages,94,1620,4.19
1305,Hardcover,582 pages,1052,8736,3.54
1307,Paperback,273 pages,408,4021,4.48
1308,Paperback,256 pages,13,216,4.36
1309,ebook,368 pages,176,2155,4.14
1310,Paperback,225 pages,60,1668,4.18
1311,Kindle Edition,406 pages,16,152,4.14
1312,Kindle Edition,94 pages,595,3813,4.05
1313,Paperback,28 pages,39,178,4.59
1314,Paperback,256 pages,176,1834,3.69
1315,Paperback,950 pages,53,2063,4.25
1316,Paperback,376 pages,279,1241,4.03
1317,Paperback,304 pages,220,2755,4.16
1318,Paperback,432 pages,10286,629261,4.01
1319,Paperback,304 pages,271,976,3.4
1320,Hardcover,247 pages,35,496,4.16
1321,Paperback,243 pages,18,127,3.42
1322,Kindle Edition,391 pages,74,735,3.48
1323,Kindle Edition,591 pages,61,924,3.97
1324,Kindle Edition,45 pages,3,6,4.33
1325,Paperback,192 pages,30,834,4.18
